organism_name,assembly_id,genome_ftp_path,checksums_ftp_path
Ruditapes philippinarum,GCA_026571515.2_ASM2657151v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/571/515/GCA_026571515.2_ASM2657151v2/GCA_026571515.2_ASM2657151v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/571/515/GCA_026571515.2_ASM2657151v2/md5checksums.txt
Sabella spallanzanii,GCA_964340945.1_wsSabSpal1.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/340/945/GCA_964340945.1_wsSabSpal1.2/GCA_964340945.1_wsSabSpal1.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/340/945/GCA_964340945.1_wsSabSpal1.2/md5checksums.txt
Saccostrea glomerata,GCA_003671525.1_Sgl1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/671/525/GCA_003671525.1_Sgl1.0/GCA_003671525.1_Sgl1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/671/525/GCA_003671525.1_Sgl1.0/md5checksums.txt
Sacculina carcini,GCA_916048095.2_qxSacCarc1.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/048/095/GCA_916048095.2_qxSacCarc1.2/GCA_916048095.2_qxSacCarc1.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/048/095/GCA_916048095.2_qxSacCarc1.2/md5checksums.txt
Satyrium pruni,GCA_964274205.1_ilSatPrun1.hap1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/205/GCA_964274205.1_ilSatPrun1.hap1.1/GCA_964274205.1_ilSatPrun1.hap1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/274/205/GCA_964274205.1_ilSatPrun1.hap1.1/md5checksums.txt
Saxidomus gigantea,GCA_032359765.1_ASM3235976v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/359/765/GCA_032359765.1_ASM3235976v1/GCA_032359765.1_ASM3235976v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/359/765/GCA_032359765.1_ASM3235976v1/md5checksums.txt
Saxidomus purpurata,GCA_022818135.2_GRF_Spur_v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/818/135/GCA_022818135.2_GRF_Spur_v2/GCA_022818135.2_GRF_Spur_v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/818/135/GCA_022818135.2_GRF_Spur_v2/md5checksums.txt
Scathophaga stercoraria,GCA_040938175.1_ASM4093817v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/938/175/GCA_040938175.1_ASM4093817v1/GCA_040938175.1_ASM4093817v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/938/175/GCA_040938175.1_ASM4093817v1/md5checksums.txt
Schistocephalus solidus,GCA_017591395.1_ASM1759139v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/591/395/GCA_017591395.1_ASM1759139v1/GCA_017591395.1_ASM1759139v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/591/395/GCA_017591395.1_ASM1759139v1/md5checksums.txt
Schistocerca gregaria,GCA_023897955.2_iqSchGreg1.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/897/955/GCA_023897955.2_iqSchGreg1.2/GCA_023897955.2_iqSchGreg1.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/897/955/GCA_023897955.2_iqSchGreg1.2/md5checksums.txt
Schistosoma curassoni,GCA_944474815.3_tdSchCurr1.1a,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/474/815/GCA_944474815.3_tdSchCurr1.1a/GCA_944474815.3_tdSchCurr1.1a_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/474/815/GCA_944474815.3_tdSchCurr1.1a/md5checksums.txt
Schistosoma haematobium,GCA_000699445.3_UoM_Shae.V3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/445/GCA_000699445.3_UoM_Shae.V3/GCA_000699445.3_UoM_Shae.V3_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/445/GCA_000699445.3_UoM_Shae.V3/md5checksums.txt
Schistosoma japonicum,GCA_025215515.1_ASM2521551v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/215/515/GCA_025215515.1_ASM2521551v1/GCA_025215515.1_ASM2521551v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/215/515/GCA_025215515.1_ASM2521551v1/md5checksums.txt
Schistosoma mansoni,GCA_000237925.5_SM_V9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/925/GCA_000237925.5_SM_V9/GCA_000237925.5_SM_V9_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/925/GCA_000237925.5_SM_V9/md5checksums.txt
Schmidtea lugubris,GCA_044892535.1_ASM4489253v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/892/535/GCA_044892535.1_ASM4489253v1/GCA_044892535.1_ASM4489253v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/892/535/GCA_044892535.1_ASM4489253v1/md5checksums.txt
Schmidtea mediterranea,GCA_045838265.1_schMedS3h1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/838/265/GCA_045838265.1_schMedS3h1/GCA_045838265.1_schMedS3h1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/838/265/GCA_045838265.1_schMedS3h1/md5checksums.txt
Schmidtea polychroa,GCA_044892525.1_ASM4489252v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/892/525/GCA_044892525.1_ASM4489252v1/GCA_044892525.1_ASM4489252v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/892/525/GCA_044892525.1_ASM4489252v1/md5checksums.txt
Scyllaea pelagica,GCA_031833965.1_ASM3183396v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/833/965/GCA_031833965.1_ASM3183396v1/GCA_031833965.1_ASM3183396v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/833/965/GCA_031833965.1_ASM3183396v1/md5checksums.txt
Semibalanus balanoides,GCA_014673585.1_Sbal3.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/673/585/GCA_014673585.1_Sbal3.1/GCA_014673585.1_Sbal3.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/673/585/GCA_014673585.1_Sbal3.1/md5checksums.txt
Semibalanus cariosus,GCA_030323935.1_ASM3032393v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/323/935/GCA_030323935.1_ASM3032393v1/GCA_030323935.1_ASM3032393v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/323/935/GCA_030323935.1_ASM3032393v1/md5checksums.txt
Sepiola atlantica,GCA_963556195.1_xcSepAtla11.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/556/195/GCA_963556195.1_xcSepAtla11.1/GCA_963556195.1_xcSepAtla11.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/556/195/GCA_963556195.1_xcSepAtla11.1/md5checksums.txt
Sepioteuthis lessoniana,GCA_963585895.1_xcSepLess1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/585/895/GCA_963585895.1_xcSepLess1.1/GCA_963585895.1_xcSepLess1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/585/895/GCA_963585895.1_xcSepLess1.1/md5checksums.txt
Serripes groenlandicus,GCA_031761405.1_xbSerGroe1_p1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/761/405/GCA_031761405.1_xbSerGroe1_p1.0/GCA_031761405.1_xbSerGroe1_p1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/761/405/GCA_031761405.1_xbSerGroe1_p1.0/md5checksums.txt
Simocephalus vetulus,GCA_041003635.1_ASM4100363v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/003/635/GCA_041003635.1_ASM4100363v1/GCA_041003635.1_ASM4100363v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/003/635/GCA_041003635.1_ASM4100363v1/md5checksums.txt
Sinonovacula constricta,GCA_007844125.1_ASM784412v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/125/GCA_007844125.1_ASM784412v1/GCA_007844125.1_ASM784412v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/844/125/GCA_007844125.1_ASM784412v1/md5checksums.txt
Sipha flava,GCA_003268045.1_YSA_version1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/045/GCA_003268045.1_YSA_version1/GCA_003268045.1_YSA_version1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/045/GCA_003268045.1_YSA_version1/md5checksums.txt
Sitophilus oryzae,GCA_002938485.2_Soryzae_2.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/938/485/GCA_002938485.2_Soryzae_2.0/GCA_002938485.2_Soryzae_2.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/938/485/GCA_002938485.2_Soryzae_2.0/md5checksums.txt
Solenopsis invicta,GCA_016802725.1_UNIL_Sinv_3.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/802/725/GCA_016802725.1_UNIL_Sinv_3.0/GCA_016802725.1_UNIL_Sinv_3.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/802/725/GCA_016802725.1_UNIL_Sinv_3.0/md5checksums.txt
Spirometra erinaceieuropaei,GCA_902702965.1_SerJ_v2_0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/702/965/GCA_902702965.1_SerJ_v2_0/GCA_902702965.1_SerJ_v2_0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/702/965/GCA_902702965.1_SerJ_v2_0/md5checksums.txt
Spisula solida,GCA_947247005.1_xbSpiSoli1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/247/005/GCA_947247005.1_xbSpiSoli1.1/GCA_947247005.1_xbSpiSoli1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/247/005/GCA_947247005.1_xbSpiSoli1.1/md5checksums.txt
Spisula subtruncata,GCA_963678985.1_xbSpiSubt1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/678/985/GCA_963678985.1_xbSpiSubt1.1/GCA_963678985.1_xbSpiSubt1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/678/985/GCA_963678985.1_xbSpiSubt1.1/md5checksums.txt
Steganacarus magnus,GCA_034698365.1_ASM3469836v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/698/365/GCA_034698365.1_ASM3469836v1/GCA_034698365.1_ASM3469836v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/698/365/GCA_034698365.1_ASM3469836v1/md5checksums.txt
Steinernema carpocapsae,GCA_000757645.3_ASM75764v3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/645/GCA_000757645.3_ASM75764v3/GCA_000757645.3_ASM75764v3_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/645/GCA_000757645.3_ASM75764v3/md5checksums.txt
Steinernema diaprepesi,GCA_013436035.1_ASM1343603v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/436/035/GCA_013436035.1_ASM1343603v1/GCA_013436035.1_ASM1343603v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/436/035/GCA_013436035.1_ASM1343603v1/md5checksums.txt
Steinernema feltiae,GCA_007213375.1_S_feltiae_NW_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/213/375/GCA_007213375.1_S_feltiae_NW_1.0/GCA_007213375.1_S_feltiae_NW_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/213/375/GCA_007213375.1_S_feltiae_NW_1.0/md5checksums.txt
Steinernema glaseri,GCA_000757755.1_S_glas_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/755/GCA_000757755.1_S_glas_v1/GCA_000757755.1_S_glas_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/755/GCA_000757755.1_S_glas_v1/md5checksums.txt
Steinernema monticolum,GCA_000505645.1_S_monti_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/645/GCA_000505645.1_S_monti_v1/GCA_000505645.1_S_monti_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/505/645/GCA_000505645.1_S_monti_v1/md5checksums.txt
Steinernema riobrave,GCA_041381395.1_ASM4138139v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/381/395/GCA_041381395.1_ASM4138139v1/GCA_041381395.1_ASM4138139v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/381/395/GCA_041381395.1_ASM4138139v1/md5checksums.txt
Steinernema scapterisci,GCA_000757745.1_S_scapt_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/745/GCA_000757745.1_S_scapt_v1/GCA_000757745.1_S_scapt_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/757/745/GCA_000757745.1_S_scapt_v1/md5checksums.txt
Stenchaetothrips biformis,GCA_030522485.1_ASM3052248v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/522/485/GCA_030522485.1_ASM3052248v1/GCA_030522485.1_ASM3052248v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/522/485/GCA_030522485.1_ASM3052248v1/md5checksums.txt
Steromphala cineraria,GCA_916613615.1_xgSteCine2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/613/615/GCA_916613615.1_xgSteCine2.1/GCA_916613615.1_xgSteCine2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/613/615/GCA_916613615.1_xgSteCine2.1/md5checksums.txt
Stewartia floridana,GCA_964194395.1_xbSteFlor3.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/395/GCA_964194395.1_xbSteFlor3.1/GCA_964194395.1_xbSteFlor3.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/194/395/GCA_964194395.1_xbSteFlor3.1/md5checksums.txt
Sthenelais limicola,GCA_942159475.1_wpSthLimi1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/942/159/475/GCA_942159475.1_wpSthLimi1.1/GCA_942159475.1_wpSthLimi1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/942/159/475/GCA_942159475.1_wpSthLimi1.1/md5checksums.txt
Stomoxys calcitrans,GCA_963082655.1_idStoCalc2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/082/655/GCA_963082655.1_idStoCalc2.1/GCA_963082655.1_idStoCalc2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/082/655/GCA_963082655.1_idStoCalc2.1/md5checksums.txt
Stramonita haemastoma,GCA_030674155.1_MNHN-Sthae-1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/155/GCA_030674155.1_MNHN-Sthae-1/GCA_030674155.1_MNHN-Sthae-1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/155/GCA_030674155.1_MNHN-Sthae-1/md5checksums.txt
Streblospio benedicti,GCA_019095985.1_ASM1909598v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/095/985/GCA_019095985.1_ASM1909598v1/GCA_019095985.1_ASM1909598v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/095/985/GCA_019095985.1_ASM1909598v1/md5checksums.txt
Strongyloides papillosus,GCA_005656395.1_S_papillosus_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/656/395/GCA_005656395.1_S_papillosus_v1/GCA_005656395.1_S_papillosus_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/656/395/GCA_005656395.1_S_papillosus_v1/md5checksums.txt
Strongyloides ratti,GCA_001040885.1_S_ratti_ED321,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/040/885/GCA_001040885.1_S_ratti_ED321/GCA_001040885.1_S_ratti_ED321_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/040/885/GCA_001040885.1_S_ratti_ED321/md5checksums.txt
Strongyloides stercoralis,GCA_029582065.1_ASM2958206v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/582/065/GCA_029582065.1_ASM2958206v1/GCA_029582065.1_ASM2958206v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/582/065/GCA_029582065.1_ASM2958206v1/md5checksums.txt
Strongyloides venezuelensis,GCA_963280985.1_SVENv4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/280/985/GCA_963280985.1_SVENv4/GCA_963280985.1_SVENv4_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/280/985/GCA_963280985.1_SVENv4/md5checksums.txt
Strongylus vulgaris,GCA_900624965.1_S_vulgaris_Kentucky_0011_upd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/624/965/GCA_900624965.1_S_vulgaris_Kentucky_0011_upd/GCA_900624965.1_S_vulgaris_Kentucky_0011_upd_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/624/965/GCA_900624965.1_S_vulgaris_Kentucky_0011_upd/md5checksums.txt
Tachypleus gigas,GCA_014155125.1_IMCB_Tgig_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/155/125/GCA_014155125.1_IMCB_Tgig_1.0/GCA_014155125.1_IMCB_Tgig_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/155/125/GCA_014155125.1_IMCB_Tgig_1.0/md5checksums.txt
Tachypleus tridentatus,GCA_004210375.1_ASM421037v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/210/375/GCA_004210375.1_ASM421037v1/GCA_004210375.1_ASM421037v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/210/375/GCA_004210375.1_ASM421037v1/md5checksums.txt
Taenia asiatica,GCA_001693035.2_Taenia_asiatica_TASYD01_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/035/GCA_001693035.2_Taenia_asiatica_TASYD01_v1/GCA_001693035.2_Taenia_asiatica_TASYD01_v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/035/GCA_001693035.2_Taenia_asiatica_TASYD01_v1/md5checksums.txt
Taenia crassiceps,GCA_023375655.1_TcrWFU,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/375/655/GCA_023375655.1_TcrWFU/GCA_023375655.1_TcrWFU_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/375/655/GCA_023375655.1_TcrWFU/md5checksums.txt
Taenia hydatigena,GCA_036345935.2_Thy_genome_v2.1_HiC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/345/935/GCA_036345935.2_Thy_genome_v2.1_HiC/GCA_036345935.2_Thy_genome_v2.1_HiC_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/345/935/GCA_036345935.2_Thy_genome_v2.1_HiC/md5checksums.txt
Taenia pisiformis,GCA_023968675.1_ASM2396867v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/968/675/GCA_023968675.1_ASM2396867v1/GCA_023968675.1_ASM2396867v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/968/675/GCA_023968675.1_ASM2396867v1/md5checksums.txt
Taenia saginata,GCA_001693075.2_ASM169307v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/075/GCA_001693075.2_ASM169307v2/GCA_001693075.2_ASM169307v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/075/GCA_001693075.2_ASM169307v2/md5checksums.txt
Taenia solium,GCA_001870725.1_MEX_genome_complete.1-6-13,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/725/GCA_001870725.1_MEX_genome_complete.1-6-13/GCA_001870725.1_MEX_genome_complete.1-6-13_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/725/GCA_001870725.1_MEX_genome_complete.1-6-13/md5checksums.txt
Tegillarca granosa,GCA_029721355.1_KUTeg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/721/355/GCA_029721355.1_KUTeg/GCA_029721355.1_KUTeg_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/721/355/GCA_029721355.1_KUTeg/md5checksums.txt
Teladorsagia circumcincta,GCA_002352805.1_T_circumcincta.14.0.ec.cg.pg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/352/805/GCA_002352805.1_T_circumcincta.14.0.ec.cg.pg/GCA_002352805.1_T_circumcincta.14.0.ec.cg.pg_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/352/805/GCA_002352805.1_T_circumcincta.14.0.ec.cg.pg/md5checksums.txt
Temnothorax nylanderi,GCA_030848795.1_tnyl_v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/848/795/GCA_030848795.1_tnyl_v1.0/GCA_030848795.1_tnyl_v1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/848/795/GCA_030848795.1_tnyl_v1.0/md5checksums.txt
Temnothorax unifasciatus,GCA_030770225.1_tuni_v1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/770/225/GCA_030770225.1_tuni_v1.0/GCA_030770225.1_tuni_v1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/770/225/GCA_030770225.1_tuni_v1.0/md5checksums.txt
Tetraclita rubescens,GCA_043773995.1_qhTetRube1.0.p,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/773/995/GCA_043773995.1_qhTetRube1.0.p/GCA_043773995.1_qhTetRube1.0.p_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/773/995/GCA_043773995.1_qhTetRube1.0.p/md5checksums.txt
Tetragonisca angustula,GCA_036937485.2_jatai_v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/485/GCA_036937485.2_jatai_v2/GCA_036937485.2_jatai_v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/485/GCA_036937485.2_jatai_v2/md5checksums.txt
Tetranychus piercei,GCA_036759885.1_ASM3675988v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/759/885/GCA_036759885.1_ASM3675988v1/GCA_036759885.1_ASM3675988v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/759/885/GCA_036759885.1_ASM3675988v1/md5checksums.txt
Tetranychus truncatus,GCA_028476895.1_ASM2847689v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/895/GCA_028476895.1_ASM2847689v1/GCA_028476895.1_ASM2847689v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/476/895/GCA_028476895.1_ASM2847689v1/md5checksums.txt
Tetranychus urticae,GCA_000239435.1_ASM23943v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/435/GCA_000239435.1_ASM23943v1/GCA_000239435.1_ASM23943v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/435/GCA_000239435.1_ASM23943v1/md5checksums.txt
Thelazia callipaeda,GCA_900618365.1_T_callipaeda_Ticino_0011_upd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/365/GCA_900618365.1_T_callipaeda_Ticino_0011_upd/GCA_900618365.1_T_callipaeda_Ticino_0011_upd_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/365/GCA_900618365.1_T_callipaeda_Ticino_0011_upd/md5checksums.txt
Theodoxus fluviatilis,GCA_034096865.1_UHGW_Tflu_1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/096/865/GCA_034096865.1_UHGW_Tflu_1.1/GCA_034096865.1_UHGW_Tflu_1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/096/865/GCA_034096865.1_UHGW_Tflu_1.1/md5checksums.txt
Thrips tabaci,GCA_040581495.1_ASM4058149v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/581/495/GCA_040581495.1_ASM4058149v1/GCA_040581495.1_ASM4058149v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/581/495/GCA_040581495.1_ASM4058149v1/md5checksums.txt
Thymelicus lineola,GCA_963932265.1_ilThyLine1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/932/265/GCA_963932265.1_ilThyLine1.1/GCA_963932265.1_ilThyLine1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/932/265/GCA_963932265.1_ilThyLine1.1/md5checksums.txt
Thymelicus sylvestris,GCA_911387775.1_ilThySylv1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/911/387/775/GCA_911387775.1_ilThySylv1.1/GCA_911387775.1_ilThySylv1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/911/387/775/GCA_911387775.1_ilThySylv1.1/md5checksums.txt
Thysanoteuthis rhombus,GCA_963457665.1_xcThyRhom1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/457/665/GCA_963457665.1_xcThyRhom1.1/GCA_963457665.1_xcThyRhom1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/457/665/GCA_963457665.1_xcThyRhom1.1/md5checksums.txt
Tigriopus californicus,GCA_007210705.1_Tcal_SD_v2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/210/705/GCA_007210705.1_Tcal_SD_v2.1/GCA_007210705.1_Tcal_SD_v2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/210/705/GCA_007210705.1_Tcal_SD_v2.1/md5checksums.txt
