Gene_Length_Including_N,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number
,772770584,237445411,237440057,149033342,148898166,78443932,1.0753120637985665,0.1015099870830487,69462715,0.9522187094035914,0.0898878870886213,44272693,0.9669220043420282,0.0572908621480343,45251830,0.98920372381535,0.0585579096007619,56311310,0.7719347412928728,0.072869375680066,78455116,1.0755138760070824,0.1015244596836258,60253057,1.3159651331413018,0.0779701741338539,42406070,0.9270163933913512,0.0548753677715041,42456943,0.9272657623017252,0.0549411997286894,45292671,0.9892207763473344,0.0586107596973437,31814185,1.1070230052531052,0.0411689907182077,29460726,1.0260614728764437,0.0381235085935931,60218614,1.3163771987077466,0.0779256033379241,44215131,0.9665633073978824,0.0572163743230681,12684798,0.4417875689492569,0.0164147008991222,31770793,1.107521288028717,0.041112839512535,0.3072466293752843,0.3072397014736384,0.1928442912465214,0.1926693779045557,gene_associated_-2kb_+1kb,GCA_964020975.1_waHerCaru1.1,Annelida,Polychaeta,Eunicida,Amphinomidae,Hermodice,Hermodice carunculata,3285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,535923721,181593437,181449533,86441794,86467432,73165785,1.1892053893505503,0.1365227589916662,54567270,0.8876164708744142,0.1018190982443936,27232765,0.9298586759494358,0.0508146288975329,26617838,0.9085926038946164,0.0496672137414122,48113721,0.7826400557450682,0.0897771811820958,73054094,1.1892741490246783,0.1363143506013983,32173392,1.0994268862957528,0.0600335285401558,28098465,0.9598940702243528,0.0524299707196576,28111507,0.9598631897261736,0.0524543062724405,26590568,0.908651017619637,0.0496163296343436,16025047,1.1494786203808751,0.0299017311084836,15710135,1.1265558151718806,0.0293141250972916,32192722,1.0988897410990144,0.0600695971059657,27227838,0.9301518869884636,0.0508054354250163,11006174,0.7892401511822501,0.0205368293447865,16036400,1.1496109390693332,0.0299229150933589,0.338823944290733,0.3385554427320604,0.161286388310647,0.1613342246665596,gene_associated_-2kb_+1kb,GCA_963978545.1_qqLinTria7.1,Arthropoda (Chelicerata),Arachnida,Araneae,Linyphiidae,Linyphia,Linyphia triangularis,264.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,457230255,137757745,137721440,90875505,90902606,45937991,1.1069455935767918,0.1004701471471961,38086653,0.9179976231026448,0.0832986281714887,27505981,1.0047328547935748,0.0601578322939281,26218876,0.957432219732388,0.0573428282868114,30281750,0.7298770654220658,0.0662286663423005,45924803,1.1072113259581426,0.100441303911527,33662485,1.2299405166138595,0.0736226105597496,27844176,1.017051182457828,0.0608974924461199,27828604,1.0165175618291853,0.0608634352072786,26216300,0.9578760916107034,0.0573371943639206,19290845,1.0681786776661253,0.0421906573089744,17534371,0.970629190087934,0.0383491048727735,33701159,1.2306620416879863,0.0737071937638947,27485488,1.0039495537892893,0.0601130124252167,10410963,0.5763072188175696,0.0227696284009027,19299810,1.0680379723705224,0.0422102644979169,0.3012696488499551,0.3011902515383811,0.1987404155055844,0.1987996841060793,gene_associated_-2kb_+1kb,GCA_963931925.1_xgOncCelt3.1,Mollusca,Gastropoda,Systellommatophora,Onchidiidae,Onchidella,Onchidella celtica,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1004784206,307377453,307929613,194723128,195374431,88010759,0.9371318722751724,0.0875917022525332,105336848,1.1196075348726855,0.1048352943557315,57878964,0.9728371829357731,0.0576033775753835,55981640,0.9378099600168106,0.055715087543882,94021129,0.9993346721902744,0.0935734543184091,88263968,0.9364605634198152,0.0878437056165271,65187270,1.0937114467769502,0.0648768856145814,60277514,1.0079642006408234,0.0599905070561986,59915605,1.0070693107446174,0.0596303212592495,55880811,0.9375677589486308,0.05561473863374,45258333,1.2008048583514597,0.0450428387804495,33529041,0.8866349076104632,0.0333693949405092,65254362,1.093147514401909,0.0649436581609643,58274176,0.9744642625746418,0.0579967078025507,26269636,0.6946687287542909,0.0261445550628012,45444150,1.197709487609253,0.0452277710264884,0.3057251233551865,0.3062743151793239,0.1936763797958458,0.1943241816696437,gene_associated_-2kb_+1kb,GCA_015228065.1_NSTDA_Pmon_1,Arthropoda (Mandibulata),Crustacea,Decapoda,Penaeidae ,Penaeus,Penaeus monodon,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1113325985,375873729,376235966,180689128,180573914,136907914,1.0789552382345264,0.1229719918914854,126456517,0.9956294943658832,0.113584447595553,58275809,0.9553733801370824,0.0523438865032868,54217651,0.8894110751311619,0.0486988103488844,122281583,0.9627590063432616,0.1098344821260953,137134134,1.0786580013485536,0.1231751848493862,62504536,1.0237125415275343,0.056142169357522,54299630,0.889898283334638,0.0487724446672283,54278215,0.8898368400575493,0.0487532095103304,54297980,0.8893038275751898,0.0487709626215182,37069038,1.2641717792409777,0.0332957628757762,35036538,1.1956194528408015,0.0314701520238028,62389935,1.023472949163978,0.0560392336481753,58331391,0.955973451668484,0.0523938107848978,22832359,0.7791526826835675,0.0205082422467665,37012755,1.2638636079187702,0.0332452089492908,0.337599185348114,0.337924536407972,0.1622898801050847,0.1621863981388292,gene_associated_-2kb_+1kb,GCA_964212115.1_qmAseAqua29.1,Arthropoda (Mandibulata),Crustacea,Isopoda,Asellidae,Asellus,Asellus aquaticus,387.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,570716218,172949845,172907725,112472556,112424217,54418230,1.0384421154233971,0.0953507685320412,53539578,1.0219240160192962,0.0938112082877588,33586901,0.9855562758551792,0.0588504407982322,31393484,0.9215898917621212,0.0550071699556994,45460435,0.8677152872811993,0.079655060722315,54390585,1.0384203062483133,0.0953023293969193,39388624,1.1560805204543707,0.0690161287829392,33656108,0.9882523597487076,0.058971704217454,33671890,0.9880501481635728,0.0589993571901613,31403693,0.9217178479661864,0.0550250580052729,26355883,1.1892212936604298,0.0461803645467807,21033821,0.949489077029176,0.0368551310381721,39387475,1.156262198296731,0.0690141155231723,33562090,0.985491686697657,0.0588069673534316,13133885,0.5928775540334463,0.0230129871655408,26333536,1.1892349705023613,0.0461412084841086,0.3030197616910643,0.3029459646179162,0.1970594834352403,0.1969747902557791,gene_associated_-2kb_+1kb,GCA_942159475.1_wpSthLimi1.1,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais limicola,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,726677356,228140558,228167667,135234023,135162277,80214600,1.12001161067842,0.1103854404402275,65990487,0.9212952535393272,0.0908112609470109,42147019,0.9927788062051696,0.0579996316824822,39779938,0.9375192731237164,0.0547422286817479,55377712,0.7731299697404542,0.0762067395423286,80214631,1.1197459181484744,0.1103854831001504,51309553,1.2084599534338578,0.0706084379489045,41257081,0.9722165236645572,0.0567749643763497,41277685,0.9723015247463416,0.0568033180877043,39807761,0.9375658564861428,0.0547805166506385,28087385,1.116126637632614,0.0386517961074323,26056153,1.0359598640544343,0.0358565638310601,51261929,1.2081227078584074,0.0705429012982757,42146273,0.9931701911116152,0.0579986050920788,13685105,0.5441025586306106,0.0188324362758869,28064044,1.1163833615324563,0.0386196759377211,0.3139385405643373,0.313975844584152,0.1860921713677233,0.1859934434837873,gene_associated_-2kb_+1kb,GCA_964016985.1_xbAnoAlba1.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Anodontia,Anodontia alba,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,266142257,74668688,75381078,58459369,57682178,21361569,1.0200701255926694,0.0802637252753139,19609857,0.9275716866339726,0.0736818618022015,17548267,1.0703246096716057,0.0659356661276078,16134936,0.9973807860990404,0.0606252317158338,17310517,0.8188099204494993,0.0650423468829303,21829514,1.022806078800062,0.0820219766904584,19467225,1.1761467219902475,0.0731459378883977,16759784,1.0262149664635205,0.0629730287437969,16939067,1.0331675643512932,0.0636466647233701,16517653,0.9979431290757864,0.0620632483777275,14110400,1.099271579363415,0.0530182623347933,10881710,0.8591624647311603,0.0408868179095663,19043124,1.1771503763573343,0.0715524254384,17409702,1.066009964929732,0.0654150235150369,7323412,0.5782180102356851,0.0275169079970641,13895520,1.111899216359765,0.0522108745775008,0.2805076061967507,0.2831838392862956,0.2196141126513771,0.2166944418655765,gene_associated_-2kb_+1kb,GCA_038088735.1_ASM3808873v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Palinuridae,Panulirus,Panulirus argus,9125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,707510286,232387239,232215465,121430434,121503909,84246548,1.103807075689646,0.1190746617639987,70754802,0.9277225556826107,0.1000053333500228,40275068,1.0098620924022943,0.056925063560136,37102341,0.9297461689386556,0.0524407089680106,61808180,0.8104162698623738,0.0873601150725884,84159212,1.1042947130632847,0.1189512204491116,46672840,1.1711463055765503,0.0659677193724926,39566470,0.9922281115950092,0.0559235261775402,39582585,0.9924986870485653,0.0559463032315547,37036193,0.9293370749363036,0.0523472149209149,24421319,1.171870531354449,0.0345172635412398,20385571,0.9776213880353624,0.0288131090153507,46741342,1.1712895327966362,0.0660645405796969,40256675,1.0095367267877076,0.0568990667649459,10056395,0.4822698779706429,0.0142137792184692,24444745,1.1715764195444327,0.0345503740139263,0.3284453301566836,0.3282025527632901,0.1716241354638211,0.171727981616205,gene_associated_-2kb_+1kb,GCA_963585895.1_xcSepLess1.1,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,Sepioteuthis lessoniana,395.5694444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,605712399,177903370,177938276,125126396,124779015,51572504,0.9871110877110424,0.0851435501157703,51300806,0.9817180970119724,0.0846949906997033,33525162,0.9123341599328986,0.0553483172134965,41494793,1.1323587394190882,0.0685057678669047,45012050,0.861373290482176,0.0743125781712782,51620127,0.987635003185418,0.0852221732380287,47419026,1.2901805092367558,0.0782863716811582,33876437,0.9242787256218876,0.0559282541614275,33941323,0.923659322100104,0.0560353776083094,41664951,1.1336231937472625,0.0687866899683524,24254135,0.9384347489422148,0.0400423287356216,25259102,0.9800394990479137,0.0417014775357108,47366972,1.2926056699215067,0.0782004332059248,33342184,0.9097022611017354,0.0550462299517827,19921014,0.7729245711540527,0.0328885689526722,24141813,0.939297004632896,0.039856890893858,0.2936925040644481,0.293750128776936,0.2065654212497478,0.205991945908868,gene_associated_-2kb_+1kb,GCA_963995525.1_wsEscSpic3.1,Annelida,Polychaeta,Sabellida,Siboglinidae,Escarpia,Escarpia spicata,91250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,771540664,248842431,248778891,137024992,136934285,88699078,1.10528432814119,0.114963581491798,73941487,0.9216244650181366,0.095836150251181,41946723,0.949243418910156,0.0543674817896571,44241960,1.00184723150986,0.0573423567471227,64416775,0.8029061654868893,0.0834910951628079,88653632,1.10528240156222,0.1149046785692166,53307778,1.2066492438350376,0.0690926356669646,42387713,0.9601034641819748,0.0549390524411815,42420517,0.959965253758116,0.0549815699668682,44273129,1.002145270997059,0.0573827551362866,26115530,1.073255322155596,0.0338485464455053,24208806,0.9955547844438876,0.03137722628188,53293017,1.2068059719835624,0.0690735038172919,41897768,0.9490059583609214,0.0543040308242262,15647984,0.643502423791632,0.0202814766999759,26088767,1.0735763472084927,0.0338138587080356,0.3225099637322529,0.3224276132946158,0.1775899914767038,0.1774724314964275,gene_associated_-2kb_+1kb,GCA_021730395.1_MADL_Memer_1,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria mercenaria,11777.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,627572340,185277846,184908544,128598643,128827255,57507228,1.051464295405263,0.0916344209816513,55152190,1.0104186933681447,0.0878818049884097,36900703,0.9720617252854457,0.0587991226636916,35705669,0.9389122612899076,0.0568949055339182,44397701,0.8133904933415984,0.0707451526624006,57272298,1.0513558448063498,0.0912600736992328,44157096,1.1655374207407834,0.0703617625977588,39069523,1.0294196619232443,0.0622550111115477,39024552,1.0280095028436609,0.0621833524402939,35591129,0.9394366127680248,0.0567123927099782,25887849,0.9825219854393906,0.0412507807466466,28087094,1.0640983036570688,0.0447551496613123,44336292,1.165862154240259,0.0706473009948144,36881134,0.9717590996344102,0.0587679406010787,21645009,0.8200356134935849,0.0344900621337135,25956873,0.981648366164638,0.041360766473551,0.2952106731218111,0.2946222493336523,0.2049014104070569,0.2052656671374796,gene_associated_-2kb_+1kb,GCA_949752735.1_wcLumTerr1.1,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus terrestris,2815.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,597315254,197487128,197667633,101129982,101062202,71136885,1.089599622459685,0.1190943718976244,60708021,0.9290121801568212,0.1016348077392311,30798088,0.9212016766136693,0.0515608596863324,34833615,1.0426071163987447,0.0583169687476288,54511779,0.834191360858507,0.0912613207765157,71251440,1.0893619716580965,0.1192861550460253,40886392,1.22183619012506,0.068450272659536,31007444,0.927238248057074,0.0519113546696733,31024017,0.9279594394201022,0.0519391004871273,34894270,1.0427694846244977,0.0584185147898466,19123731,1.1170238716125365,0.0320161436895097,16082666,0.94002422174481,0.0269249209563966,40803947,1.2213054981332605,0.0683122467185477,30803421,0.9211371992546202,0.0515697879699553,10316434,0.6029906883617242,0.0172713385953475,19133104,1.1190709112527804,0.0320318355707018,0.3306070779352525,0.3309092557592305,0.1692985673510057,0.1691850989545112,gene_associated_-2kb_+1kb,GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,969999528,317435785,317446042,167568752,167586899,106726192,1.0274595924025527,0.110027055600794,104217118,1.00327216542795,0.1074403801153189,52128241,0.950669708738314,0.0537404807891824,54351821,0.991114101293932,0.0560328324200999,87205863,0.8395090623214427,0.0899029952930039,106709128,1.0272289314170848,0.1100094638396566,70409147,1.2840195491494455,0.0725867848051159,53109440,0.9684277942578016,0.0547520266422232,53097466,0.968345594798845,0.0547396823063196,54359475,0.9913289899890502,0.0560407231455889,30647491,1.0588010432167916,0.0315953669206321,29457755,1.0175881723479907,0.030368834365041,70393634,1.2836391130064249,0.0725707920138287,52147965,0.9508957111952796,0.0537608148196954,14377482,0.4966554861816908,0.0148221536041819,30661310,1.0590490645546762,0.031609613319317,0.3272407429602426,0.3272513167785049,0.1727446163683172,0.1727633238929352,gene_associated_-2kb_+1kb,GCA_030141615.1_Upi_BIV9798,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Unio pictorum,5091.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,610102846,193035279,193128245,111905654,112072480,65444991,1.0716706626258494,0.1072687849746565,58982462,0.965380939433066,0.0966762610381266,33709426,0.9521841435331668,0.0552520386046519,34885798,0.9839460727139832,0.0571801922064792,48508320,0.793947996472575,0.0795084309441166,65478903,1.0711939514627942,0.1073243690458051,42830136,1.2092328442077795,0.070201501731726,36297983,1.023283617967738,0.0594948593306512,36229911,1.0233798337538549,0.0593832846995111,34869652,0.9844827124643144,0.0571537278159164,21808994,1.0626490994236268,0.0357464223335224,18990254,0.9239278673457147,0.0311263160375423,42839092,1.208266938082741,0.0702161812239767,33784636,0.9524293555871434,0.0553753129025724,13550571,0.6592723912669463,0.0222103061620532,21891717,1.063506541256808,0.0358820109486917,0.3163778058242337,0.3165301737191004,0.1834092993532331,0.1836827211034326,gene_associated_-2kb_+1kb,GCA_916613615.1_xgSteCine2.1,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala cineraria,1277.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,998891311,294561981,294197029,205076565,205103254,84273867,0.9702844972093227,0.0843674042130095,83461910,0.9621280991093504,0.0835545460060569,63438815,1.049112084148775,0.0635092269813527,63373850,1.047901357357587,0.0634441898754288,70531832,0.8130733822034512,0.0706101166596292,84087173,0.9705384383592436,0.084180502997688,78118184,1.2934730233037566,0.0782048889000697,61445445,1.0172751002242213,0.0615136445010081,61560064,1.0180424562371158,0.0616283907188777,63232505,1.0469974495748633,0.0633026879938492,42202687,1.0024612356035223,0.0422495285876002,38071676,0.904217617845147,0.0381139324977069,78182149,1.292760027333563,0.0782689248960741,63401549,1.0496598586493413,0.0634719196190905,21306927,0.5060480861294482,0.021330575974947,42202678,1.0022001489108348,0.0422495195776109,0.2948748936858074,0.2945095539979255,0.2052944174822941,0.2053211348339729,gene_associated_-2kb_+1kb,GCA_964166675.1_xgCepNemo3.hap2.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea nemoralis,2482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,949762090,270449124,270303069,204631017,204430503,81917574,1.0638195428859252,0.0862506251433977,63536289,0.8255575046732591,0.0668970573462244,60736048,1.042441105615236,0.063948696878394,64244316,1.103736675126718,0.0676425356164721,52938650,0.68785729356606,0.0557388535059343,81773661,1.0630985564859567,0.0860990998282527,77418210,1.329482810906443,0.0815132661275204,58157249,0.999698916450216,0.0612334916421016,58204371,0.998988753052872,0.0612831061724099,64254333,1.103422970509892,0.0676530824682631,45898646,1.0411636304447935,0.0483264666838829,36262735,0.8233897126337597,0.0381808616934794,77373476,1.3292995934961296,0.0814661659110862,60723812,1.043817066710405,0.0639358136520273,20567345,0.4670067023127018,0.0216552600030603,45755375,1.0399507319370067,0.048175617327493,0.2847391233653414,0.2845853511066332,0.2154433171465487,0.2152322083814765,gene_associated_-2kb_+1kb,GCA_028751875.1_ASM2875187v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Rapana,Rapana venosa,4501.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,830478980,264410968,264460025,150831722,150823153,92782311,1.1022597176607838,0.1117214441718922,79469487,0.943927397469704,0.0956911480167746,44456192,0.9258439371311687,0.0535307853306534,47688003,0.993206006538866,0.0574222877983016,66872137,0.7942978446765045,0.0805223715596028,92844495,1.1025892958241077,0.1117963214433193,57686555,1.2011564091164026,0.0694617881839706,47041800,0.9795656867772892,0.0566441790013758,47055572,0.9799785830608072,0.0566607622025544,47665704,0.992501040400928,0.0573954370284001,29075599,1.0615023865730675,0.0350106380777993,27026410,0.986745918972172,0.0325431596113365,57685963,1.2014351899906313,0.0694610753423283,44465357,0.9259156317892246,0.0535418211307407,19604868,0.7157822104744258,0.023606699834835,29058527,1.0609996667529515,0.0349900812661146,0.3183657224750042,0.3184247898706028,0.1816099026069107,0.1815995850474822,gene_associated_-2kb_+1kb,GCA_031761405.1_xbSerGroe1_p1.0,Mollusca,Bivalvia,Cardiida,Cardiidae,Serripes,Serripes groenlandicus,9855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,1096553527,352146776,352329484,196128034,195989819,118464610,1.047618549806144,0.1080335862163525,111005372,0.981145183340884,0.1012311476519467,61488000,0.9763127467944382,0.0560738700720078,61175732,0.972039537560718,0.0557890978358049,91496394,0.8087108276720134,0.0834399705505666,118567845,1.0474442933327102,0.1081277311873531,80905618,1.2839614982833245,0.0737817315870983,61346520,0.9742477601015972,0.0559448476426267,61353897,0.9741834456579016,0.0559515750843962,61263201,0.9722389283966962,0.0558688650317021,38209311,1.0893108779461809,0.0348449118617444,35294405,1.0069192927703756,0.032186668622151,80818798,1.284154099441476,0.0737025562455739,61480057,0.976368469200348,0.056066626467565,15517913,0.4427128317712742,0.0141515326136924,38165854,1.0896071513848204,0.0348052813294174,0.3211277279581748,0.3212943420206013,0.1788519851373668,0.1787259448838569,gene_associated_-2kb_+1kb,GCA_029931535.1_MarmarV2,Mollusca,Bivalvia,Unionida,Margaritiferidae,Margaritifera,Margaritifera margaritifera,53290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,756012924,222335431,222517203,155593970,155600538,66524473,1.0174957918094676,0.0879938303806033,60362767,0.9224979350426532,0.0798435649494267,49099373,1.073107029504044,0.0649451503292025,46338749,1.0127285801599777,0.0612935937058134,50850986,0.7771335197387964,0.0672620591337933,66562142,1.016409315921747,0.088043656248395,58062910,1.2679758323075228,0.0768014780657374,47031304,1.0270246465505082,0.0622096560878369,46971488,1.0266003592156838,0.0621305357472963,46407838,1.0134527706868754,0.0613849797096854,32509961,1.0153118539852446,0.0430018587883293,29697408,0.9274344449070554,0.0392816141857384,57978461,1.2671132854361395,0.0766897749488737,49174318,1.073821737184074,0.0650442822324026,15914673,0.4970068741228966,0.0210507948935539,32526073,1.0157292898992083,0.0430231705933111,0.2940761477013823,0.2943165718626577,0.2057992965734933,0.2058079838624666,gene_associated_-2kb_+1kb,GCA_036924085.1_xgAriColu1.0.hap1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Ariolimax,Ariolimax columbianus,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,714448281,225028179,224994951,132239760,132226185,70572427,0.9958218039464828,0.0987789163705749,72232195,1.019392710512646,0.1011020628377717,40570854,0.974171861094009,0.0567862714194143,41639532,0.9999351971341104,0.058282080183212,63054301,0.8898676664314331,0.0882559349316987,70563408,0.9959886567789236,0.0987662926436518,51572292,1.238517072599281,0.0721847800204868,39792144,0.9557129895192792,0.0556963254839156,39788332,0.9553822415043643,0.0556909898982596,41628288,0.9997101814105872,0.058266342165081,26250884,1.0726059890408153,0.0367428751641156,24564957,1.0038223882014832,0.0343831144300842,51600144,1.2391301651226168,0.0722237639480022,40557869,0.9741038892129388,0.0567680965558933,13838427,0.5654934726770288,0.019369389454798,26222227,1.0716550786574182,0.0367027644930396,0.3149497828220816,0.3149032768625608,0.1850829699530395,0.185063970362318,gene_associated_-2kb_+1kb,GCA_951406725.2_xcOctVulg1.2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,669.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,935156507,292221217,292420274,175239961,175332786,101396872,1.1105522270771604,0.1084277030005203,88438310,0.9679638316923092,0.0945705979031379,53509230,0.9772861150725504,0.0572195451771582,48858425,0.8918719476036558,0.0522462546475121,77028370,0.8430811960813467,0.0823694958260072,101487847,1.1100358366434036,0.1085249861818049,59376339,1.0837040813092127,0.0634934778890438,54509294,0.9943467616230132,0.0582889533377325,54426315,0.9940356447675452,0.0582002205968717,48890265,0.8923180615226035,0.0522803024242871,39183378,1.1933655543228852,0.0419003425701447,32729907,0.9962914646985594,0.0349993896796998,59351170,1.0834087177483855,0.0634665636775599,53585616,0.9774972271549568,0.0573012277612264,23160115,0.704989014968392,0.0247660309548591,39225054,1.193370238336581,0.0419449083724335,0.3124644654950174,0.3126773119123535,0.1873794836301455,0.1874787389624836,gene_associated_-2kb_+1kb,GCA_030710605.1_ASM3071060v1,Arthropoda (Chelicerata),Arachnida,Pseudoscorpiones,Chernetidae,Cordylochernes,Cordylochernes scorpioides,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,707230443,220139143,220302027,133496292,133334343,72146528,1.05301034353599,0.1020127579547646,69858120,1.0188561553733269,0.0987770262033247,37210933,0.8956035972511648,0.0526150045834494,40910650,0.9858454293644496,0.0578462796743606,58493612,0.8531087958882818,0.0827079950799007,72246852,1.052915905932493,0.1021546127080392,50925730,1.224789096361662,0.0720072651058093,38622881,0.930027717288276,0.0546114514473749,38619895,0.9295149059407426,0.0546072293440569,41007936,0.9862612254570896,0.0579838387980705,27209105,1.079910080355379,0.0384727570331697,26651566,1.0590665433593085,0.0376844156862744,50866176,1.2257489704721791,0.0719230577578516,37176253,0.8951933366887214,0.05256596823279,18142819,0.7209502287829385,0.025653334326277,27141387,1.0798407967028834,0.0383770060644858,0.31125112219057,0.3114814212055293,0.1887482168188508,0.1885192397850498,gene_associated_-2kb_+1kb,GCA_964017125.1_wfFlaComm2.1,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabesymbios,Flabesymbios commensalis,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,635711580,185448785,185512661,132428133,132360659,54034174,0.9989263578606444,0.0849979388451599,49666039,0.9178567756475526,0.0781266860043669,39906398,1.033121075813111,0.0627743763925143,41830808,1.083493426202301,0.0658015510744668,48988038,0.9053269298157596,0.0770601630380871,54062894,0.9987691518774574,0.0850431165655343,45474466,1.1768652433786668,0.0715331723232098,36976115,0.9574183421524805,0.0581649228412671,36975594,0.9572466413057076,0.0581641032872171,41892686,1.0841698746979471,0.0658988876685241,33007846,1.1966567974498123,0.0519226753742632,20543900,0.7451722193480311,0.0323163847353543,45439731,1.1769710455246505,0.0714785327648113,39879522,1.032595929536496,0.0627320993586431,14031446,0.5089512583531878,0.0220720314706238,33001923,1.197662207366346,0.0519133582559562,0.2917006930007629,0.291801166419697,0.2083021367268446,0.2081960038526953,gene_associated_-2kb_+1kb,GCA_958450375.1_Homarus_gammarus,Arthropoda (Mandibulata),Crustacea,Decapoda,Nephropidae,Homarus,Homarus gammarus,14600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,894671170,278241537,278185188,169089542,169203604,89604379,1.0356095094315212,0.1001534217314725,85095470,0.9836966630631552,0.095113682941186,55932182,1.0637357944793036,0.0625170273453653,47594154,0.9045503820212084,0.0531973708284352,76352857,0.8826327728871851,0.0853418099970741,89564902,1.035572653295592,0.1001092971398642,58512786,1.113039942351821,0.0654014435270111,53739199,1.0215468764333486,0.06006586643448,53712962,1.0215299719025202,0.0600365405761314,47559312,0.9046811390380944,0.0531584269111968,36326217,1.136834906390232,0.040602869767224,31482052,0.9845718115463592,0.0351884055904025,58555983,1.1128853512613623,0.0654497260708646,55950000,1.0635727513624804,0.0625369430424364,18309419,0.5726100011902441,0.0204649703868293,36379296,1.1369615945038083,0.0406621977100256,0.310981734080655,0.310918754591961,0.1889860139252456,0.1891134974021383,gene_associated_-2kb_+1kb,GCA_040412425.1_ASM4041242v1,Arthropoda (Mandibulata),Crustacea,Decapoda,Palaemonidae ,Macrobrachium,Macrobrachium rosenbergii,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
